0,1,2,3,4,5,6,7,Y,E
3,1,-10,-2,-2,-2,109,13,-11,25
2,1,-11,-2,-3,-2,284,6,-11,25
1,1,-10,-2,-2,-2,219,22,-10,1
1,2,-10,-1,-2,-1,49,8,-11,25
1,1,-10,-2,-2,-2,28,0,-11,25
3,3,-10,-2,-2,-2,215,5,-11,25
3,1,-11,-2,-3,-1,5,5,-10,12
1,3,-11,-3,-2,-3,193,4,-11,25
3,2,-11,-3,-2,-2,39,14,-11,25
2,2,-11,-3,-2,-2,5,5,-10,14
2,2,-11,-2,-3,-3,55,18,-11,25
3,3,-10,-2,-2,-2,34,22,-11,25
1,2,-10,-2,-2,-2,50,6,-11,25
1,1,-11,-2,-3,-2,2,2,-10,10
1,2,-11,-2,-2,-2,18,7,-10,13
1,1,-10,-2,-2,-2,212,6,-11,25
1,2,-10,-2,-2,-3,8,8,-10,13
2,3,-11,-2,-2,-1,22,15,-11,25
1,3,-11,-2,-2,-1,28,5,-11,25
2,1,-10,-2,-2,-2,28,10,-11,25
1,3,-11,-2,-2,-2,43,19,-11,25
3,2,-11,-2,-2,-1,124,2,-11,25
1,3,-10,-2,-2,-3,3,3,-11,25
2,3,-11,-2,-2,-2,241,7,-11,25
3,1,-11,-3,-2,-1,0,0,-10,12
1,2,-11,-2,-2,-2,242,5,-11,25
2,3,-10,-3,-2,-1,304,16,-11,25
2,1,-11,-2,-2,-2,307,3,-11,25
2,1,-11,-2,-2,-1,296,9,-11,25
1,1,-11,-3,-2,-3,71,10,-11,25
3,3,-10,-2,-2,-3,244,10,-11,25
1,2,-11,-2,-2,-1,2,2,-10,13
1,2,-10,-2,-2,-2,41,14,-11,25
3,1,-10,-2,-3,-2,19,5,-10,19
3,3,-11,-2,-2,-2,61,7,-11,25
3,1,-10,-2,-2,-2,162,4,-10,23
2,2,-10,-1,-1,-2,237,3,-11,25
2,3,-10,-2,-2,-2,231,9,-11,25
1,3,-10,-2,-2,-2,260,19,-11,25
3,1,-11,-2,-2,-1,2,2,-10,12
2,1,-10,-2,-3,-2,53,1,-10,19
2,3,-11,-2,-3,-2,28,11,-11,25
3,2,-10,-2,-2,-2,338,18,-11,25
3,1,-10,-3,-2,-3,40,2,-11,25
1,2,-10,-2,-2,-2,4,4,-10,13
2,1,-10,-2,-2,-2,339,21,-10,2
3,1,-10,-2,-2,-2,0,0,-10,12
1,2,-11,-2,-3,-2,287,10,-11,25
1,2,-10,-2,-2,-2,27,4,-11,25
3,2,-10,-2,-3,-1,37,23,-10,17
2,1,-10,-2,-2,-1,40,6,-11,25
3,2,-10,-2,-2,-3,23,9,-11,25
1,1,-11,-3,-2,-2,66,5,-11,25
2,2,-11,-3,-2,-2,58,58,-10,5
1,2,-11,-2,-2,-2,16,16,-10,13
1,3,-11,-2,-2,-2,16,9,-11,25
1,1,-11,-2,-2,-2,1,1,-10,10
2,2,-10,-2,-2,-1,2,2,-10,14
1,2,-11,-2,-2,-2,10,6,-10,13
2,1,-11,-2,-2,-2,2,1,-10,11
3,2,-10,-2,-2,-2,320,11,-11,25
2,3,-11,-3,-2,-2,47,4,-11,25
2,1,-10,-2,-2,-2,207,207,-10,2
2,3,-10,-2,-2,-3,17,0,-11,25
1,1,-11,-1,-2,-2,39,8,-11,25
3,1,-11,-3,-3,-1,196,8,-10,0
1,2,-11,-2,-3,-2,14,1,-10,13
1,3,-11,-2,-2,-2,226,20,-10,7
3,3,-10,-2,-2,-2,64,64,-10,9
1,1,-10,-2,-2,-1,22,11,-11,25
1,1,-11,-2,-2,-2,42,4,-11,25
2,1,-10,-2,-2,-2,241,0,-11,25
1,3,-11,-1,-2,-2,1,1,-11,25
1,1,-10,-2,-2,-2,20,5,-11,25
1,2,-11,-2,-2,-3,354,20,-10,4
3,3,-11,-2,-2,-3,20,4,-11,25
2,2,-11,-2,-2,-3,0,0,-10,14
2,3,-10,-3,-2,-2,264,6,-11,25
4,3,-10,-3,-1,-2,48,18,-11,25
1,1,-10,-2,-2,-1,8,8,-10,10
1,3,-10,-2,-2,-1,27,5,-11,25
3,2,-11,-2,-1,-2,45,11,-11,25
1,2,-11,-2,-2,-2,102,3,-11,25
1,3,-10,-2,-2,-1,86,86,-10,7
3,3,-11,-1,-2,-3,31,4,-11,25
1,3,-10,-2,-2,-2,46,9,-11,25
1,3,-11,-2,-2,-2,72,14,-11,25
1,3,-11,-2,-2,-2,16,0,-11,25
1,1,-10,-2,-2,-2,109,0,-11,25
1,1,-10,-2,-2,-2,49,3,-11,25
2,1,-10,-2,-2,-2,317,7,-11,25
2,1,-10,-2,-3,-2,13,9,-10,19
2,2,-11,-2,-2,-1,141,13,-11,25
2,3,-11,-2,-2,-2,4,4,-11,25
2,3,-11,-2,-2,-2,47,9,-11,25
1,1,-11,-2,-2,-2,5,5,-10,10
3,2,-10,-2,-2,-3,292,4,-11,25
3,2,-10,-3,-2,-2,12,11,-11,25
1,2,-10,-2,-2,-2,317,8,-11,25
1,1,-10,-2,-2,-1,12,7,-11,25
3,3,-11,-2,-1,-2,45,23,-11,25
1,1,-11,-2,-2,-2,136,7,-10,23
3,3,-11,-2,-2,-2,165,3,-11,25
1,3,-11,-2,-2,-1,44,1,-11,25
3,3,-10,-1,-3,-1,23,3,-11,25
1,1,-11,-3,-2,-2,82,82,-10,1
3,1,-11,-2,-2,-2,9,9,-10,12
3,2,-11,-2,-2,-2,48,48,-10,6
1,3,-11,-2,-2,-2,0,0,-11,25
1,1,-10,-2,-1,-2,1,1,-10,10
1,2,-10,-2,-2,-2,200,19,-11,25
3,3,-11,-3,-2,-2,74,10,-11,25
3,1,-10,-2,-2,-2,230,16,-10,3
2,1,-11,-2,-3,-2,7,7,-10,11
2,1,-11,-3,-1,-2,307,80,-10,2
3,3,-11,-3,-2,-2,151,0,-11,25
3,3,-11,-3,-3,-2,217,3,-11,25
4,3,-11,-1,-2,-2,58,10,-11,25
2,1,-11,-3,-3,-1,253,253,-10,0
2,1,-10,-2,-3,-2,1,0,-10,19
1,1,-11,-2,-2,-2,289,10,-11,25
3,2,-10,-2,-2,-3,19,11,-11,25
3,1,-10,-2,-2,-2,40,1,-11,25
1,3,-10,-2,-3,-2,64,11,-11,25
2,3,-11,-2,-2,-3,69,5,-11,25
1,2,-10,-2,-3,-2,188,5,-10,20
2,1,-11,-2,-2,-2,224,11,-11,25
3,1,-10,-2,-2,-2,47,11,-11,25
4,1,-10,-2,-2,-1,36,7,-11,25
3,1,-11,-3,-2,-2,16,7,-10,12
1,1,-11,-2,-2,-2,29,2,-11,25
2,1,-10,-2,-2,-1,111,10,-11,25
1,1,-11,-2,-2,-1,55,7,-11,25
1,2,-10,-2,-2,-2,210,9,-11,25
1,1,-11,-2,-1,-2,4,1,-10,10
3,1,-11,-3,-2,-2,11,8,-10,12
2,1,-10,-2,-2,-1,23,11,-11,25
1,3,-11,-3,-2,-2,30,23,-10,7
3,1,-10,-2,-2,-3,55,4,-11,25
1,1,-11,-2,-2,-2,66,1,-11,25
4,1,-10,-2,-1,-2,359,11,-11,25
2,1,-11,-1,-2,-2,52,21,-10,2
2,2,-10,-2,-2,-2,30,3,-11,25
3,2,-11,-1,-1,-2,329,5,-11,25
1,1,-11,-2,-2,-3,28,28,-10,1
3,3,-10,-2,-2,-1,14,7,-11,25
1,3,-11,-3,-2,-2,59,2,-11,25
2,1,-10,-2,-2,-2,139,4,-10,23
1,1,-11,-2,-2,-2,176,2,-10,23
2,3,-10,-2,-2,-2,48,2,-11,25
1,1,-11,-2,-2,-1,0,0,-10,10
1,3,-10,-3,-2,-2,25,10,-11,25
1,1,-11,-2,-3,-2,56,11,-11,25
1,3,-10,-2,-2,-2,2,2,-11,25
1,3,-11,-3,-2,-1,223,5,-11,25
2,1,-11,-1,-2,-2,27,8,-11,25
3,3,-10,-2,-2,-2,143,14,-11,25
2,1,-10,-2,-2,-3,150,5,-11,25
2,3,-10,-2,-3,-2,43,21,-11,25
1,2,-10,-2,-2,-2,4,4,-10,13
3,2,-11,-2,-2,-2,115,50,-10,6
3,3,-11,-2,-2,-2,5,5,-11,25
1,2,-11,-2,-2,-2,57,0,-11,25
1,3,-10,-2,-2,-2,42,22,-10,7
3,3,-11,-3,-2,-2,209,1,-11,25
3,2,-10,-2,-2,-2,57,0,-11,25
1,3,-10,-2,-2,-2,16,8,-11,25
1,2,-10,-2,-2,-2,5,4,-10,13
1,2,-11,-2,-2,-2,172,14,-11,25
3,2,-11,-2,-2,-2,7,7,-11,25
2,1,-10,-2,-3,-2,0,0,-10,19
1,1,-10,-2,-2,-2,69,19,-10,1
1,3,-10,-1,-2,-1,79,5,-11,25
3,2,-10,-2,-2,-2,6,6,-11,25
1,3,-11,-2,-1,-1,38,2,-11,25
3,1,-11,-2,-2,-2,83,20,-10,3
3,2,-10,-2,-1,-1,14,4,-11,25
1,3,-10,-2,-2,-1,39,6,-11,25
2,1,-11,-2,-2,-2,45,6,-11,25
3,3,-11,-2,-2,-1,56,8,-11,25
1,3,-11,-2,-1,-2,12,12,-11,25
1,1,-10,-3,-3,-2,7,7,-10,21
1,2,-10,-2,-2,-2,281,0,-11,25
3,3,-11,-2,-3,-2,266,22,-11,25
1,1,-11,-2,-2,-3,58,17,-10,1
2,3,-11,-2,-3,-3,39,10,-11,25
1,1,-11,-2,-2,-2,18,18,-10,1
1,2,-10,-3,-2,-1,20,20,-10,13
2,1,-11,-2,-3,-2,229,229,-10,2
1,2,-11,-2,-3,-2,359,11,-11,25
1,2,-10,-2,-3,-1,250,19,-10,17
2,3,-11,-2,-2,-2,23,6,-11,25
1,1,-10,-2,-2,-2,7,7,-10,10
2,2,-10,-2,-3,-2,56,1,-10,20
2,3,-11,-2,-2,-2,42,16,-11,25
1,3,-10,-2,-3,-2,191,14,-11,25
1,2,-11,-2,-2,-3,16,2,-10,13
1,1,-10,-2,-2,-2,29,11,-11,25
1,3,-10,-2,-2,-3,121,9,-11,25
1,2,-11,-2,-3,-2,131,9,-11,25
1,1,-11,-2,-2,-2,353,3,-11,25
2,3,-11,-2,-2,-2,18,18,-11,25
2,1,-10,-2,-1,-3,258,1,-11,25
1,1,-10,-2,-2,-1,307,2,-11,25
1,3,-11,-2,-2,-2,55,2,-11,25
1,1,-11,-2,-2,-2,18,18,-10,1
1,2,-10,-2,-2,-2,51,6,-11,25
2,1,-11,-1,-2,-3,71,71,-10,2
4,2,-11,-2,-2,-2,51,0,-11,25
1,1,-10,-2,-3,-2,32,2,-10,19
2,3,-10,-2,-2,-2,45,13,-11,25
2,1,-10,-2,-2,-2,58,9,-11,25
1,1,-10,-2,-2,-2,16,7,-11,25
3,1,-10,-3,-3,-2,12,0,-10,21
1,3,-10,-2,-2,-1,206,7,-11,25
3,1,-10,-2,-1,-1,20,10,-10,12
1,3,-10,-2,-2,-1,44,8,-11,25
3,1,-10,-3,-2,-2,18,5,-10,12
3,2,-10,-2,-2,-2,35,8,-11,25
2,1,-11,-2,-3,-2,333,9,-11,25
1,2,-11,-3,-2,-2,309,7,-11,25
4,1,-11,-2,-2,-2,306,2,-11,25
3,1,-10,-2,-2,-2,45,0,-11,25
3,2,-10,-3,-3,-2,58,10,-10,22
2,1,-11,-2,-2,-2,54,54,-10,2
2,2,-10,-2,-3,-2,20,15,-10,20
1,3,-11,-3,-1,-2,13,5,-11,25
1,1,-10,-2,-2,-2,33,16,-10,1
2,2,-11,-2,-2,-3,58,58,-10,5
2,2,-11,-2,-2,-1,57,9,-11,25
2,3,-11,-2,-2,-2,31,19,-11,25
1,2,-10,-3,-2,-2,36,16,-11,25
3,3,-10,-2,-2,-2,25,10,-11,25
2,3,-10,-2,-2,-2,56,7,-11,25
2,2,-10,-2,-2,-2,40,4,-11,25
2,3,-10,-2,-3,-2,318,160,-10,8
1,2,-11,-2,-3,-2,25,9,-11,25
3,2,-10,-3,-2,-2,22,5,-11,25
2,2,-10,-3,-2,-2,58,17,-11,25
3,1,-10,-2,-2,-2,145,0,-10,23
2,2,-11,-2,-2,-1,44,5,-11,25
2,3,-10,-2,-2,-2,283,10,-11,25
1,1,-10,-2,-2,-2,56,5,-11,25
1,2,-10,-2,-2,-2,113,1,-11,25
1,3,-11,-2,-2,-2,1,0,-11,25
3,3,-11,-2,-2,-2,357,14,-11,25
3,2,-10,-2,-3,-2,85,22,-10,20
1,3,-11,-3,-2,-2,122,3,-11,25
3,1,-10,-2,-1,-1,27,5,-10,12
4,3,-10,-3,-2,-2,110,7,-11,25
2,3,-11,-2,-2,-2,58,58,-10,8
3,1,-10,-2,-2,-2,194,194,-10,3
3,1,-10,-2,-3,-2,20,2,-10,19
2,3,-10,-2,-2,-1,233,2,-11,25
4,1,-10,-2,-3,-1,103,2,-10,17
2,2,-10,-2,-2,-2,4,4,-10,14
2,1,-11,-2,-2,-2,318,252,-10,2
3,3,-10,-2,-2,-2,0,0,-11,25
1,2,-11,-3,-2,-2,15,10,-10,13
3,3,-10,-2,-2,-2,13,0,-11,25
1,1,-10,-2,-1,-2,22,3,-11,25
3,1,-11,-2,-2,-2,248,8,-11,25
2,1,-10,-2,-2,-2,307,307,-10,2
4,1,-11,-2,-2,-2,345,1,-11,25
1,3,-10,-2,-1,-2,21,0,-11,25
3,3,-11,-2,-3,-3,0,0,-11,25
1,2,-10,-2,-2,-1,229,2,-11,25
1,2,-10,-2,-2,-2,178,2,-10,24
3,2,-10,-2,-3,-2,69,69,-10,20
1,1,-10,-2,-2,-2,108,5,-11,25
3,2,-11,-2,-1,-1,37,1,-11,25
1,3,-10,-2,-2,-2,122,8,-11,25
1,1,-10,-2,-2,-3,14,14,-11,25
1,1,-11,-2,-2,-1,13,1,-11,25
3,2,-11,-2,-2,-2,40,21,-11,25
1,2,-11,-2,-2,-2,38,10,-11,25
3,2,-10,-2,-2,-2,31,17,-11,25
1,2,-11,-3,-2,-3,334,5,-11,25
2,1,-11,-2,-2,-2,7,7,-10,11
1,1,-10,-2,-2,-2,19,19,-10,1
1,1,-11,-2,-2,-2,73,13,-11,25
1,1,-10,-2,-1,-2,34,1,-11,25
2,1,-10,-3,-2,-1,222,1,-10,0
2,1,-11,-2,-2,-2,40,7,-11,25
2,3,-10,-2,-3,-2,219,21,-11,25
1,3,-11,-1,-2,-3,353,6,-11,25
3,2,-10,-2,-3,-2,354,11,-10,20
3,3,-11,-2,-2,-3,41,0,-11,25
2,2,-10,-2,-2,-2,320,17,-11,25
2,1,-11,-3,-2,-2,29,6,-11,25
2,3,-11,-2,-2,-1,1,1,-11,25
3,3,-11,-2,-2,-2,49,3,-11,25
1,3,-10,-2,-2,-2,52,1,-11,25
2,1,-10,-3,-3,-2,278,20,-10,21
1,1,-10,-2,-2,-2,38,10,-11,25
1,1,-10,-3,-2,-2,279,4,-11,25
2,1,-11,-2,-3,-2,265,21,-10,2
1,1,-10,-3,-2,-3,156,9,-11,25
1,2,-10,-2,-2,-2,111,8,-11,25
2,1,-10,-2,-3,-2,46,4,-10,19
1,1,-10,-2,-2,-2,282,160,-10,1
1,3,-11,-2,-3,-2,37,4,-11,25
3,3,-11,-2,-2,-2,73,10,-11,25
1,1,-11,-2,-2,-2,40,9,-11,25
3,1,-11,-3,-3,-3,23,10,-10,12
1,3,-11,-2,-1,-2,25,21,-10,7
3,1,-11,-2,-2,-1,355,13,-11,25
2,1,-10,-2,-1,-2,9,5,-10,11
1,3,-10,-2,-2,-2,55,3,-11,25
1,1,-10,-1,-2,-1,16,6,-11,25
2,1,-11,-2,-2,-1,119,9,-11,25
3,3,-10,-2,-2,-1,350,0,-11,25
1,3,-10,-3,-2,-3,123,22,-10,7
3,1,-11,-3,-2,-2,235,2,-11,25
2,3,-10,-2,-2,-2,11,11,-11,25
3,3,-11,-2,-2,-2,183,11,-11,25
3,2,-10,-2,-3,-2,57,19,-10,20
3,3,-10,-2,-1,-3,339,10,-11,25
2,2,-10,-2,-2,-2,287,9,-11,25
1,1,-11,-2,-3,-1,55,4,-11,25
1,2,-11,-2,-2,-2,203,80,-10,4
1,1,-10,-3,-2,-2,47,47,-10,1
3,2,-10,-2,-2,-1,4,4,-11,25
2,1,-10,-2,-2,-2,341,18,-10,2
1,1,-11,-2,-1,-3,40,5,-11,25
3,1,-11,-3,-2,-2,52,0,-11,25
1,2,-10,-2,-2,-1,50,2,-11,25
1,3,-11,-2,-3,-2,135,7,-11,25
1,2,-11,-2,-2,-2,54,3,-11,25
1,3,-10,-2,-2,-3,74,74,-10,7
2,3,-11,-2,-2,-2,14,11,-11,25
1,1,-10,-2,-2,-2,22,8,-11,25
1,1,-10,-2,-3,-2,41,6,-10,19
3,1,-11,-3,-3,-1,52,3,-10,0
1,2,-10,-2,-2,-2,185,4,-10,24
1,3,-10,-2,-3,-2,42,5,-11,25
2,1,-10,-2,-2,-1,45,40,-10,2
1,3,-10,-3,-2,-2,103,9,-11,25
2,1,-11,-2,-2,-2,359,15,-10,2
1,2,-11,-2,-1,-2,5,4,-10,13
1,1,-10,-2,-2,-1,30,3,-11,25
2,1,-10,-2,-2,-2,324,16,-10,2
1,3,-10,-2,-3,-2,140,140,-10,7
1,3,-11,-2,-2,-2,20,1,-11,25
3,1,-11,-2,-2,-2,31,3,-11,25
2,2,-10,-2,-2,-2,232,19,-11,25
2,1,-11,-3,-2,-2,2,2,-10,11
1,2,-10,-3,-2,-2,47,16,-11,25
1,2,-11,-2,-2,-1,23,0,-10,13
1,1,-10,-2,-2,-2,9,9,-10,10
1,1,-10,-3,-2,-2,229,8,-11,25
1,2,-10,-2,-2,-2,323,4,-11,25
1,3,-10,-2,-2,-1,25,5,-11,25
2,1,-10,-2,-2,-2,23,0,-11,25
2,1,-11,-2,-2,-2,56,3,-11,25
2,3,-11,-2,-2,-2,14,0,-11,25
2,3,-10,-2,-2,-2,9,0,-11,25
1,1,-11,-2,-2,-2,47,21,-10,1
2,3,-11,-3,-2,-3,7,7,-11,25
1,3,-11,-2,-2,-2,56,56,-10,7
3,1,-10,-2,-2,-2,247,3,-11,25
1,1,-10,-3,-2,-2,180,5,-11,25
3,1,-11,-2,-3,-2,53,7,-11,25
2,1,-11,-2,-2,-2,45,1,-11,25
1,1,-10,-2,-2,-3,217,8,-11,25
1,1,-10,-3,-2,-3,1,1,-10,10
1,3,-11,-3,-2,-2,353,10,-11,25
2,2,-10,-2,-2,-2,123,5,-11,25
3,1,-10,-3,-2,-2,192,6,-11,25
3,2,-11,-2,-2,-2,31,1,-11,25
1,2,-11,-2,-2,-2,18,2,-10,13
1,2,-11,-2,-3,-2,40,18,-11,25
1,3,-10,-2,-2,-2,71,5,-11,25
1,3,-10,-2,-2,-1,323,140,-10,7
1,1,-11,-2,-2,-3,47,11,-11,25
2,1,-11,-3,-2,-2,175,16,-10,23
2,1,-11,-3,-2,-2,56,6,-11,25
3,1,-10,-1,-2,-3,346,10,-11,25
4,3,-11,-3,-2,-3,34,9,-11,25
1,2,-10,-2,-2,-2,173,1,-10,24
1,3,-11,-2,-2,-1,49,8,-11,25
3,3,-10,-2,-2,-2,0,0,-11,25
1,1,-11,-2,-2,-1,30,1,-11,25
1,1,-10,-2,-2,-1,18,18,-10,1
1,1,-10,-2,-2,-3,46,8,-11,25
3,1,-11,-2,-2,-2,172,0,-10,23
2,1,-10,-2,-2,-2,53,7,-11,25
3,3,-11,-2,-2,-2,31,5,-11,25
2,1,-11,-2,-2,-2,247,4,-11,25
3,3,-10,-2,-1,-2,259,8,-11,25
2,3,-11,-2,-2,-2,52,2,-11,25
1,1,-11,-2,-2,-2,140,9,-10,23
1,1,-10,-2,-3,-1,234,11,-10,17
1,1,-10,-2,-3,-2,192,23,-10,19
4,3,-10,-2,-2,-2,26,2,-11,25
1,2,-11,-3,-3,-2,0,0,-10,13
1,1,-10,-2,-2,-2,350,1,-11,25
2,2,-10,-2,-2,-1,10,2,-10,14
2,1,-10,-2,-2,-1,255,0,-11,25
2,2,-11,-2,-2,-2,26,20,-10,14
4,3,-11,-2,-3,-2,46,2,-11,25
4,1,-11,-2,-3,-3,19,19,-11,25
1,2,-10,-2,-2,-2,208,3,-11,25
1,1,-11,-2,-3,-2,155,155,-10,1
1,3,-10,-2,-2,-3,274,2,-11,25
2,3,-10,-2,-2,-3,211,11,-11,25
1,1,-10,-2,-2,-1,58,2,-11,25
3,2,-10,-3,-2,-2,32,22,-11,25
1,1,-10,-2,-2,-3,17,3,-11,25
1,3,-11,-2,-2,-2,56,0,-11,25
2,2,-10,-2,-2,-3,2,2,-10,14
3,2,-11,-3,-2,-1,111,11,-11,25
1,1,-11,-2,-3,-2,36,16,-10,1
1,1,-10,-2,-2,-1,14,0,-11,25
3,1,-11,-2,-2,-1,75,11,-11,25
2,3,-10,-2,-3,-2,13,8,-11,25
1,3,-10,-2,-2,-2,4,4,-11,25
1,3,-10,-2,-2,-2,47,11,-11,25
2,3,-10,-2,-1,-2,251,222,-10,8
1,2,-10,-2,-2,-2,95,95,-10,4
2,1,-10,-2,-2,-2,243,7,-11,25
1,1,-11,-2,-2,-2,283,4,-11,25
1,2,-10,-2,-2,-2,46,9,-11,25
2,3,-10,-2,-2,-2,91,91,-10,8
1,2,-10,-2,-2,-2,296,5,-11,25
3,1,-10,-2,-2,-2,77,77,-10,3
1,2,-11,-2,-2,-3,14,1,-10,13
2,2,-10,-2,-3,-2,30,17,-10,20
3,1,-11,-2,-2,-1,35,2,-11,25
2,2,-11,-2,-2,-2,205,14,-11,25
1,2,-10,-2,-2,-2,34,9,-11,25
1,1,-11,-3,-1,-1,259,6,-10,0
3,3,-10,-2,-2,-1,2,1,-11,25
2,3,-11,-2,-2,-2,51,0,-11,25
1,3,-11,-2,-2,-1,15,11,-11,25
2,2,-10,-2,-3,-3,5,0,-10,14
1,1,-11,-2,-3,-3,6,3,-10,10
3,2,-10,-2,-2,-2,6,6,-11,25
3,3,-10,-3,-3,-1,35,9,-10,18
3,1,-11,-2,-2,-2,244,5,-11,25
1,2,-11,-2,-2,-2,30,0,-11,25
4,2,-11,-2,-2,-2,61,23,-11,25
3,2,-10,-3,-2,-2,324,1,-11,25
3,1,-10,-2,-2,-2,197,10,-11,25
1,2,-11,-2,-2,-2,0,0,-10,13
1,1,-10,-2,-2,-2,345,5,-11,25
1,2,-10,-2,-2,-2,31,10,-11,25
3,3,-10,-2,-2,-2,177,1,-11,25
2,1,-11,-2,-2,-1,132,3,-11,25
1,1,-11,-2,-2,-2,19,3,-11,25
2,1,-10,-2,-2,-2,26,4,-11,25
1,3,-11,-3,-2,-2,2,2,-11,25
2,3,-10,-2,-2,-1,183,132,-10,8
4,2,-10,-2,-2,-1,3,3,-11,25
1,2,-10,-2,-3,-2,14,5,-10,20
1,2,-10,-1,-3,-2,32,0,-10,16
2,1,-11,-3,-2,-2,333,10,-11,25
1,3,-10,-2,-2,-2,89,10,-11,25
1,2,-11,-2,-2,-1,314,15,-11,25
3,1,-11,-2,-2,-3,17,11,-10,12
2,1,-10,-2,-3,-1,319,4,-10,17
1,1,-10,-2,-2,-1,3,3,-10,10
1,1,-11,-3,-3,-2,23,23,-10,1
1,2,-10,-2,-2,-2,41,1,-11,25
2,3,-11,-2,-2,-2,174,11,-11,25
1,3,-11,-2,-2,-2,17,6,-11,25
3,2,-11,-2,-2,-1,47,6,-11,25
2,2,-11,-3,-2,-2,50,2,-11,25
2,2,-10,-2,-3,-2,248,5,-10,20
1,3,-11,-2,-2,-1,8,8,-11,25
1,1,-10,-2,-2,-1,9,5,-10,10
1,1,-10,-1,-2,-2,8,4,-10,10
2,3,-10,-2,-3,-2,5,5,-11,25
1,1,-10,-2,-2,-2,128,5,-10,23
3,1,-11,-3,-2,-2,9,5,-10,12
1,3,-11,-2,-2,-1,231,0,-11,25
1,1,-11,-2,-2,-2,25,4,-11,25
2,3,-10,-2,-2,-2,285,8,-11,25
3,3,-10,-2,-3,-2,193,10,-11,25
2,1,-10,-3,-2,-3,139,9,-11,25
1,2,-10,-2,-2,-2,45,33,-10,4
1,2,-11,-2,-2,-2,13,0,-10,13
1,3,-10,-3,-2,-1,207,6,-11,25
1,2,-11,-2,-2,-2,240,22,-10,4
3,2,-11,-2,-2,-2,320,5,-11,25
1,3,-11,-2,-1,-2,327,170,-10,7
2,1,-10,-2,-2,-2,28,28,-10,2
3,1,-11,-2,-2,-2,195,11,-11,25
3,2,-11,-2,-2,-2,41,18,-11,25
2,1,-10,-2,-2,-2,29,4,-11,25
1,2,-11,-3,-1,-2,37,0,-11,25
2,1,-11,-2,-2,-1,299,21,-10,2
2,1,-11,-2,-2,-2,1,1,-10,11
1,3,-11,-2,-2,-3,305,3,-11,25
1,1,-10,-2,-2,-2,23,5,-11,25
1,1,-10,-3,-2,-1,4,2,-10,10
1,3,-10,-2,-2,-2,131,8,-11,25
1,3,-10,-2,-2,-2,41,6,-11,25
3,3,-11,-3,-2,-2,262,10,-11,25
2,3,-10,-3,-2,-2,125,11,-11,25
3,1,-10,-2,-2,-2,288,6,-11,25
1,1,-10,-2,-3,-2,66,4,-10,19
1,3,-10,-2,-2,-1,19,5,-11,25
2,1,-11,-2,-2,-1,331,123,-10,2
1,2,-11,-3,-2,-1,7,7,-10,13
1,1,-10,-2,-1,-2,161,0,-11,25
1,2,-10,-2,-2,-3,134,6,-11,25
1,2,-11,-3,-2,-2,100,1,-11,25
2,2,-10,-2,-2,-2,8,8,-10,14
1,2,-11,-1,-2,-1,52,2,-11,25
1,1,-10,-2,-2,-2,266,7,-11,25
3,2,-11,-2,-2,-2,6,6,-11,25
1,3,-11,-3,-2,-3,63,63,-10,7
1,2,-11,-2,-3,-2,8,8,-10,13
3,3,-11,-2,-2,-2,10,10,-11,25
3,3,-10,-2,-2,-2,180,23,-11,25
1,1,-10,-2,-2,-3,23,0,-11,25
2,2,-11,-2,-2,-2,4,4,-10,14
2,1,-11,-2,-2,-3,2,2,-10,11
2,2,-11,-2,-2,-2,324,14,-11,25
3,3,-10,-2,-2,-1,322,11,-11,25
3,1,-11,-2,-2,-2,14,14,-10,12
2,1,-10,-2,-2,-1,27,13,-11,25
1,3,-10,-2,-3,-2,51,8,-11,25
3,1,-10,-2,-3,-2,4,4,-10,19
2,1,-10,-2,-2,-2,318,5,-11,25
2,3,-11,-3,-2,-2,136,136,-10,8
3,3,-11,-2,-2,-1,48,22,-11,25
1,1,-11,-2,-3,-2,40,9,-11,25
1,1,-11,-2,-2,-2,54,7,-11,25
1,1,-10,-2,-3,-1,287,0,-10,17
1,2,-10,-2,-1,-1,12,12,-10,13
1,2,-10,-2,-2,-2,49,13,-11,25
2,1,-10,-2,-2,-2,32,2,-11,25
1,2,-11,-2,-2,-1,36,36,-10,4
1,1,-11,-1,-2,-1,4,4,-10,10
1,1,-11,-3,-2,-2,322,171,-10,1
1,3,-11,-2,-2,-2,21,10,-11,25
4,1,-10,-2,-2,-1,51,4,-11,25
1,3,-11,-2,-1,-3,292,22,-10,7
3,2,-11,-2,-2,-2,70,70,-10,6
3,2,-10,-2,-2,-2,7,7,-11,25
3,1,-11,-2,-1,-2,133,3,-11,25
1,2,-10,-2,-2,-1,51,20,-10,4
3,2,-10,-2,-2,-2,20,0,-11,25
1,1,-10,-2,-2,-2,128,5,-10,23
2,2,-11,-2,-2,-2,30,6,-11,25
2,1,-11,-2,-2,-1,348,11,-11,25
2,1,-11,-2,-2,-1,49,5,-11,25
2,2,-11,-2,-1,-2,8,4,-10,14
4,2,-11,-2,-2,-2,66,18,-11,25
2,1,-10,-3,-1,-2,33,5,-11,25
2,2,-10,-2,-1,-2,55,8,-11,25
1,3,-11,-2,-3,-2,249,2,-11,25
3,2,-11,-2,-2,-2,252,10,-11,25
1,1,-10,-2,-2,-2,35,5,-11,25
2,3,-11,-2,-2,-2,80,0,-11,25
3,2,-11,-2,-3,-1,15,2,-11,25
1,2,-10,-3,-2,-2,23,5,-10,13
